"ID","lista_anterior","familia","especie","categoria","componente"
425,"sim","Asteraceae","Lessingianthus exiguus","VU","Flora"
426,"nao","Asteraceae","Lessingianthus glaziovianus","EN","Flora"
427,"sim","Asteraceae","Lessingianthus irwinii","VU","Flora"
428,"sim","Asteraceae","Lessingianthus pumillus","VU","Flora"
429,"sim","Asteraceae","Lessingianthus reitzianus","VU","Flora"
430,"sim","Asteraceae","Lessingianthus rosmarinifolius","EN","Flora"
431,"sim","Asteraceae","Lessingianthus souzae","EN","Flora"
432,"sim","Asteraceae","Lessingianthus stoechas","VU","Flora"
433,"sim","Asteraceae","Lessingianthus subcarduoides","EN","Flora"
434,"sim","Asteraceae","Lessingianthus venosissimus","EN","Flora"
435,"sim","Asteraceae","Lessingianthus westermanii","EN","Flora"
436,"sim","Asteraceae","Lessingianthus zuccarinianus","VU","Flora"
437,"sim","Asteraceae","Lomatozona artemisiifolia","EN","Flora"
438,"sim","Asteraceae","Lulia nervosa","EN","Flora"
439,"sim","Asteraceae","Lychnocephalus humillimus","CR","Flora"
440,"sim","Asteraceae","Lychnocephalus mellobarretoi","EN","Flora"
441,"sim","Asteraceae","Lychnocephalus sellovii","EN","Flora"
442,"sim","Asteraceae","Lychnocephalus tomentosus","VU","Flora"
443,"sim","Asteraceae","Lychnophora albertinioides","CR","Flora"
444,"sim","Asteraceae","Lychnophora brunioides","CR","Flora"
445,"sim","Asteraceae","Lychnophora candelabrum","VU","Flora"
446,"sim","Asteraceae","Lychnophora crispa","EN","Flora"
447,"sim","Asteraceae","Lychnophora damazioi","EN","Flora"
448,"sim","Asteraceae","Lychnophora diamantinana","EN","Flora"
449,"sim","Asteraceae","Lychnophora gardneri","VU","Flora"
450,"sim","Asteraceae","Lychnophora hatschbachii","EN","Flora"
451,"sim","Asteraceae","Lychnophora martiana","EN","Flora"
452,"sim","Asteraceae","Lychnophora pohlii","VU","Flora"
453,"sim","Asteraceae","Lychnophora ramosissima","VU","Flora"
454,"sim","Asteraceae","Lychnophora rosmarinifolia","VU","Flora"
455,"nao","Asteraceae","Lychnophora rupestris","EN","Flora"
456,"sim","Asteraceae","Lychnophora souzae","CR","Flora"
457,"nao","Asteraceae","Lychnophora staavioides","EN","Flora"
458,"sim","Asteraceae","Lychnophora villosissima","VU","Flora"
459,"sim","Asteraceae","Lychnophorella leucodendron","EN","Flora"
460,"sim","Asteraceae","Lychnophorella regis","EN","Flora"
461,"sim","Asteraceae","Lychnophorella santosii","EN","Flora"
462,"sim","Asteraceae","Lychnophorella sericea","CR","Flora"
463,"nao","Asteraceae","Macropodina bradei","EN","Flora"
464,"nao","Asteraceae","Maschalostachys markgrafii","EN","Flora"
465,"nao","Asteraceae","Maschalostachys mellosilvae","EN","Flora"
466,"sim","Asteraceae","Mikania additicia","EN","Flora"
467,"sim","Asteraceae","Mikania alvimii","EN","Flora"
468,"sim","Asteraceae","Mikania anethifolia","EN","Flora"
469,"sim","Asteraceae","Mikania argyreiae","VU","Flora"
470,"nao","Asteraceae","Mikania cabrerae","EN","Flora"
471,"nao","Asteraceae","Mikania campos-portoana","EN","Flora"
472,"sim","Asteraceae","Mikania cipoensis","EN","Flora"
473,"sim","Asteraceae","Mikania clematidifolia","VU","Flora"
474,"sim","Asteraceae","Mikania dusenii","CR","Flora"
475,"sim","Asteraceae","Mikania firmula","VU","Flora"
476,"sim","Asteraceae","Mikania glabra","EN","Flora"
477,"sim","Asteraceae","Mikania glauca","EN","Flora"
478,"sim","Asteraceae","Mikania hartbergii","EN","Flora"
479,"sim","Asteraceae","Mikania hastato-cordata","VU","Flora"
480,"nao","Asteraceae","Mikania hastifolia","EN","Flora"
481,"sim","Asteraceae","Mikania itambana","EN","Flora"
482,"sim","Asteraceae","Mikania neurocaula","EN","Flora"
483,"sim","Asteraceae","Mikania oreophila","EN","Flora"
484,"sim","Asteraceae","Mikania pinnatiloba","EN","Flora"
485,"sim","Asteraceae","Mikania premnifolia","EN","Flora"
486,"nao","Asteraceae","Mikania pteropoda","EN","Flora"
487,"sim","Asteraceae","Mikania variifolia","EN","Flora"
488,"nao","Asteraceae","Mikania vauthieriana","EN","Flora"
489,"sim","Asteraceae","Mikania viminea","EN","Flora"
490,"sim","Asteraceae","Mikania warmingii","EN","Flora"
491,"sim","Asteraceae","Minasia alpestris","EN","Flora"
492,"sim","Asteraceae","Minasia pereirae","EN","Flora"
493,"sim","Asteraceae","Minasia scapigera","EN","Flora"
494,"sim","Asteraceae","Monogereion carajensis","CR","Flora"
495,"sim","Asteraceae","Moquiniastrum argyreum","EN","Flora"
496,"sim","Asteraceae","Moquiniastrum cordatum","EN","Flora"
497,"sim","Asteraceae","Moquiniastrum hatschbachii","VU","Flora"
498,"sim","Asteraceae","Moquiniastrum mollissimum","CR","Flora"
499,"sim","Asteraceae","Moquiniastrum ramboi","VU","Flora"
500,"sim","Asteraceae","Moquiniastrum sordidum","VU","Flora"
501,"sim","Asteraceae","Neocabreria malachophylla","VU","Flora"
502,"sim","Asteraceae","Noticastrum hatschbachii","EN","Flora"
503,"sim","Asteraceae","Noticastrum malmei","EN","Flora"
504,"sim","Asteraceae","Noticastrum psammophilum","EN","Flora"
505,"nao","Asteraceae","Ophryosporus organensis","CR","Flora"
506,"sim","Asteraceae","Pamphalea araucariophila","EN","Flora"
507,"sim","Asteraceae","Pamphalea cardaminifolia","EN","Flora"
508,"sim","Asteraceae","Pamphalea maxima","CR","Flora"
509,"sim","Asteraceae","Pamphalea ramboi","CR","Flora"
510,"sim","Asteraceae","Pamphalea smithii","EN","Flora"
511,"sim","Asteraceae","Paralychnophora atkinsiae","CR","Flora"
512,"sim","Asteraceae","Paralychnophora bicolor","VU","Flora"
513,"sim","Asteraceae","Paralychnophora harleyi","VU","Flora"
514,"sim","Asteraceae","Paralychnophora patriciana","EN","Flora"
515,"sim","Asteraceae","Perezia eryngioides","EN","Flora"
516,"sim","Asteraceae","Perezia multiflora","EN","Flora"
517,"sim","Asteraceae","Picrosia cabreriana","CR","Flora"
518,"nao","Asteraceae","Piptocarpha longipedunculata","EN","Flora"
519,"sim","Asteraceae","Piptocarpha robusta","EN","Flora"
520,"nao","Asteraceae","Piptocarpha verticillata","EN","Flora"
521,"sim","Asteraceae","Piptolepis buxoides","EN","Flora"
522,"sim","Asteraceae","Piptolepis imbricata","CR","Flora"
523,"sim","Asteraceae","Piptolepis leptospermoides","CR","Flora"
524,"sim","Asteraceae","Porophyllum bahiense","VU","Flora"
525,"sim","Asteraceae","Proteopsis argentea","VU","Flora"
526,"sim","Asteraceae","Richterago angustifolia","EN","Flora"
527,"sim","Asteraceae","Richterago arenaria","VU","Flora"
528,"sim","Asteraceae","Richterago campestris","EN","Flora"
529,"sim","Asteraceae","Richterago caulescens","CR","Flora"
530,"sim","Asteraceae","Richterago conduplicata","EN","Flora"
531,"sim","Asteraceae","Richterago elegans","VU","Flora"
532,"sim","Asteraceae","Richterago hatschbachii","EN","Flora"
533,"sim","Asteraceae","Richterago lanata","EN","Flora"
534,"sim","Asteraceae","Richterago petiolata","EN","Flora"
535,"sim","Asteraceae","Richterago polyphylla","EN","Flora"
536,"sim","Asteraceae","Richterago riparia","VU","Flora"
537,"sim","Asteraceae","Richterago stenophylla","EN","Flora"
538,"sim","Asteraceae","Richterago suffrutescens","CR","Flora"
539,"sim","Asteraceae","Schlechtendalia luzulifolia","EN","Flora"
540,"sim","Asteraceae","Senecio almasensis","CR","Flora"
541,"nao","Asteraceae","Senecio arctiifolius","EN","Flora"
542,"sim","Asteraceae","Senecio caparaoensis","EN","Flora"
543,"sim","Asteraceae","Senecio gertii","EN","Flora"
544,"sim","Asteraceae","Senecio graciellae","EN","Flora"
545,"sim","Asteraceae","Senecio hatschbachii","EN","Flora"
546,"sim","Asteraceae","Senecio heteroschizus","EN","Flora"
547,"sim","Asteraceae","Senecio langei","VU","Flora"
548,"sim","Asteraceae","Senecio promatensis","CR","Flora"
549,"sim","Asteraceae","Senecio ramboanus","EN","Flora"
550,"nao","Asteraceae","Senecio ramentaceus","VU","Flora"
551,"sim","Asteraceae","Senecio riograndensis","EN","Flora"
552,"sim","Asteraceae","Smallanthus araucariophilus","CR","Flora"
553,"sim","Asteraceae","Smallanthus riograndensis","EN","Flora"
554,"sim","Asteraceae","Stevia catharinensis","EN","Flora"
555,"sim","Asteraceae","Stevia hilarii","CR","Flora"
556,"sim","Asteraceae","Stevia leptophylla","EN","Flora"
557,"nao","Asteraceae","Stevia organensis","EN","Flora"
558,"sim","Asteraceae","Stevia riedelli","EN","Flora"
559,"sim","Asteraceae","Stevia selloi","VU","Flora"
560,"sim","Asteraceae","Steyermarkina dispalata","VU","Flora"
561,"sim","Asteraceae","Stifftia fruticosa","VU","Flora"
562,"sim","Asteraceae","Stilpnopappus semirianus","EN","Flora"
563,"sim","Asteraceae","Stilpnopappus suffruticosus","CR","Flora"
564,"sim","Asteraceae","Stomatanthes loefgrenii","CR","Flora"
565,"sim","Asteraceae","Strophopappus bicolor","EN","Flora"
566,"sim","Asteraceae","Strophopappus ferrugineus","EN","Flora"
567,"sim","Asteraceae","Stylotrichium corymbosum","EN","Flora"
568,"sim","Asteraceae","Stylotrichium edmundoi","EN","Flora"
569,"sim","Asteraceae","Stylotrichium glomeratum","CR","Flora"
570,"sim","Asteraceae","Stylotrichium sucrei","EN","Flora"
571,"sim","Asteraceae","Symphyopappus uncinatus","EN","Flora"
572,"sim","Asteraceae","Trichocline linearifolia","VU","Flora"
573,"nao","Asteraceae","Trichogoniopsis podocarpa","EN","Flora"
574,"sim","Asteraceae","Trixis glaziovii","VU","Flora"
575,"sim","Asteraceae","Trixis pallida","CR","Flora"
576,"sim","Asteraceae","Vernonanthura fagifolia","VU","Flora"
577,"nao","Asteraceae","Vernonanthura spathulata","CR","Flora"
578,"sim","Asteraceae","Vickia rotundifolia","VU","Flora"
579,"sim","Asteraceae","Wedelia macedoi","CR","Flora"
580,"sim","Asteraceae","Wunderlichia azulensis","VU","Flora"
581,"nao","Asteraceae","Wunderlichia insignis","EN","Flora"
582,"sim","Asteraceae","Wunderlichia senae","EN","Flora"
583,"sim","Begoniaceae","Begonia albidula","EN","Flora"
584,"sim","Begoniaceae","Begonia altamiroi","EN","Flora"
585,"sim","Begoniaceae","Begonia apparicioi","EN","Flora"
586,"sim","Begoniaceae","Begonia bahiensis","EN","Flora"
587,"sim","Begoniaceae","Begonia besleriifolia","EN","Flora"
588,"nao","Begoniaceae","Begonia bonitoensis","CR","Flora"
589,"sim","Begoniaceae","Begonia coccinea","EN","Flora"
590,"nao","Begoniaceae","Begonia collaris","EN","Flora"
591,"nao","Begoniaceae","Begonia concinna","EN","Flora"
592,"sim","Begoniaceae","Begonia crispula","CR","Flora"
593,"sim","Begoniaceae","Begonia curtii","VU","Flora"
594,"nao","Begoniaceae","Begonia densifolia","EN","Flora"
595,"sim","Begoniaceae","Begonia dentatiloba","EN","Flora"
596,"nao","Begoniaceae","Begonia depauperata","EN","Flora"
597,"nao","Begoniaceae","Begonia edmundoi","EN","Flora"
598,"nao","Begoniaceae","Begonia epipsila","EN","Flora"
599,"sim","Begoniaceae","Begonia espiritosantensis","EN","Flora"
600,"nao","Begoniaceae","Begonia friburgensis","EN","Flora"
601,"sim","Begoniaceae","Begonia handroi","EN","Flora"
602,"sim","Begoniaceae","Begonia ibitiocensis","EN","Flora"
603,"sim","Begoniaceae","Begonia inconspicua","CR","Flora"
604,"sim","Begoniaceae","Begonia itaguassuensis","EN","Flora"
605,"sim","Begoniaceae","Begonia itatinensis","EN","Flora"
606,"nao","Begoniaceae","Begonia jocelinoi","CR","Flora"
607,"sim","Begoniaceae","Begonia jureiensis","CR","Flora"
608,"sim","Begoniaceae","Begonia kuhlmannii","EN","Flora"
609,"nao","Begoniaceae","Begonia lanstyakii","CR","Flora"
610,"sim","Begoniaceae","Begonia larorum","CR","Flora"
611,"nao","Begoniaceae","Begonia lunaris","EN","Flora"
612,"nao","Begoniaceae","Begonia olsoniae","VU","Flora"
613,"sim","Begoniaceae","Begonia organensis","EN","Flora"
614,"sim","Begoniaceae","Begonia paranaensis","EN","Flora"
615,"sim","Begoniaceae","Begonia paulensis","EN","Flora"
616,"sim","Begoniaceae","Begonia perdusenii","EN","Flora"
617,"sim","Begoniaceae","Begonia piresiana","CR","Flora"
618,"sim","Begoniaceae","Begonia pluvialis","EN","Flora"
619,"sim","Begoniaceae","Begonia polygonifolia","EN","Flora"
620,"nao","Begoniaceae","Begonia ramentacea","VU","Flora"
621,"nao","Begoniaceae","Begonia rubropilosa","CR","Flora"
622,"sim","Begoniaceae","Begonia ruschii","CR","Flora"
623,"sim","Begoniaceae","Begonia salesopolensis","CR","Flora"
624,"nao","Begoniaceae","Begonia sanguinea","VU","Flora"
625,"sim","Begoniaceae","Begonia santoslimae","EN","Flora"
626,"sim","Begoniaceae","Begonia scharffii","CR","Flora"
627,"nao","Begoniaceae","Begonia semidigitata","EN","Flora"
628,"sim","Begoniaceae","Begonia stenolepis","EN","Flora"
629,"sim","Begoniaceae","Begonia sylvatica","EN","Flora"
630,"nao","Begoniaceae","Begonia sylvestris","EN","Flora"
631,"sim","Begoniaceae","Begonia toledoana","EN","Flora"
632,"nao","Begoniaceae","Begonia tomentosa","VU","Flora"
633,"sim","Begoniaceae","Begonia undulata","EN","Flora"
634,"sim","Begoniaceae","Begonia venosa","CR","Flora"
635,"sim","Begoniaceae","Begonia vicina","EN","Flora"
636,"sim","Berberidaceae","Berberis campos-portoi","CR","Flora"
637,"sim","Bignoniaceae","Adenocalymma dichilum","EN","Flora"
638,"sim","Bignoniaceae","Adenocalymma ubatubense","CR","Flora"
639,"sim","Bignoniaceae","Anemopaegma arvense","EN","Flora"
640,"sim","Bignoniaceae","Anemopaegma mirabile","CR","Flora"
641,"nao","Bignoniaceae","Bignonia costata","VU","Flora"
642,"sim","Bignoniaceae","Fridericia crassa","VU","Flora"
643,"nao","Bignoniaceae","Fridericia elegans","EN","Flora"
644,"sim","Bignoniaceae","Handroanthus arianeae","EN","Flora"
645,"nao","Bignoniaceae","Handroanthus botelhensis","EN","Flora"
646,"nao","Bignoniaceae","Handroanthus cristatus","EN","Flora"
647,"nao","Bignoniaceae","Handroanthus grandiflorus","CR","Flora"
648,"sim","Bignoniaceae","Handroanthus riodocensis","EN","Flora"
649,"sim","Bignoniaceae","Handroanthus spongiosus","EN","Flora"
650,"sim","Bignoniaceae","Jacaranda crassifolia","EN","Flora"
651,"sim","Bignoniaceae","Jacaranda egleri","CR","Flora"
652,"sim","Bignoniaceae","Jacaranda grandifoliolata","EN","Flora"
653,"sim","Bignoniaceae","Jacaranda microcalyx","EN","Flora"
654,"sim","Bignoniaceae","Jacaranda rugosa","EN","Flora"
655,"sim","Bignoniaceae","Paratecoma peroba","EN","Flora"
656,"sim","Bignoniaceae","Pleonotoma bracteata","VU","Flora"
657,"sim","Bignoniaceae","Sparattosperma catingae","EN","Flora"
658,"sim","Bignoniaceae","Tabebuia cassinoides","VU","Flora"
659,"nao","Bignoniaceae","Tabebuia nodosa","EN","Flora"
660,"sim","Blechnaceae","Austroblechnum andinum","CR","Flora"
661,"sim","Blechnaceae","Austroblechnum squamipes","EN","Flora"
662,"sim","Blechnaceae","Blechnum heringeri","VU","Flora"
663,"sim","Blechnaceae","Cranfillia caudata","VU","Flora"
664,"nao","Boraginaceae","Cordia blanchetii","EN","Flora"
665,"nao","Boraginaceae","Cordia candida","EN","Flora"
666,"nao","Boraginaceae","Cordia fusca","EN","Flora"
667,"nao","Boraginaceae","Cordia gardneri","EN","Flora"
668,"nao","Boraginaceae","Cordia hatschbachii","VU","Flora"
669,"nao","Boraginaceae","Cordia latiloba","EN","Flora"
670,"nao","Boraginaceae","Cordia ochnacea","EN","Flora"
671,"nao","Boraginaceae","Cordia restingae","EN","Flora"
672,"nao","Boraginaceae","Cordia ulei","EN","Flora"
673,"sim","Bromeliaceae","Aechmea alopecurus","EN","Flora"
674,"sim","Bromeliaceae","Aechmea amicorum","EN","Flora"
675,"sim","Bromeliaceae","Aechmea apocalyptica","VU","Flora"
676,"sim","Bromeliaceae","Aechmea azurea","VU","Flora"
677,"sim","Bromeliaceae","Aechmea bambusoides","VU","Flora"
678,"nao","Bromeliaceae","Aechmea caesia","EN","Flora"
679,"sim","Bromeliaceae","Aechmea cariocae","EN","Flora"
680,"sim","Bromeliaceae","Aechmea castanea","EN","Flora"
681,"sim","Bromeliaceae","Aechmea echinata","EN","Flora"
682,"nao","Bromeliaceae","Aechmea fasciata","VU","Flora"
683,"sim","Bromeliaceae","Aechmea fosteriana","EN","Flora"
684,"sim","Bromeliaceae","Aechmea kertesziae","EN","Flora"
685,"sim","Bromeliaceae","Aechmea kleinii","EN","Flora"
686,"sim","Bromeliaceae","Aechmea macrochlamys","EN","Flora"
687,"sim","Bromeliaceae","Aechmea marginalis","CR","Flora"
688,"sim","Bromeliaceae","Aechmea muricata","EN","Flora"
689,"sim","Bromeliaceae","Aechmea mutica","EN","Flora"
690,"sim","Bromeliaceae","Aechmea orlandiana","CR","Flora"
691,"sim","Bromeliaceae","Aechmea sphaerocephala","EN","Flora"
692,"sim","Bromeliaceae","Aechmea triangularis","EN","Flora"
693,"sim","Bromeliaceae","Aechmea vanhoutteana","VU","Flora"
694,"sim","Bromeliaceae","Aechmea werdermannii","EN","Flora"
695,"sim","Bromeliaceae","Aechmea winkleri","CR","Flora"
696,"sim","Bromeliaceae","Alcantarea benzingii","CR","Flora"
697,"sim","Bromeliaceae","Alcantarea duarteana","EN","Flora"
698,"sim","Bromeliaceae","Alcantarea farneyi","CR","Flora"
699,"sim","Bromeliaceae","Alcantarea geniculata","EN","Flora"
700,"sim","Bromeliaceae","Alcantarea glaziouana","EN","Flora"
701,"nao","Bromeliaceae","Alcantarea heloisae","EN","Flora"
702,"sim","Bromeliaceae","Alcantarea imperialis","VU","Flora"
703,"nao","Bromeliaceae","Alcantarea martinellii","VU","Flora"
704,"sim","Bromeliaceae","Alcantarea nahoumii","VU","Flora"
705,"sim","Bromeliaceae","Alcantarea nevaresii","VU","Flora"
706,"nao","Bromeliaceae","Alcantarea tortuosa","VU","Flora"
707,"sim","Bromeliaceae","Alcantarea vinicolor","EN","Flora"
708,"sim","Bromeliaceae","Araeococcus montanus","EN","Flora"
709,"sim","Bromeliaceae","Billbergia brasiliensis","EN","Flora"
710,"sim","Bromeliaceae","Bromelia braunii","CR","Flora"
711,"sim","Bromeliaceae","Canistropsis albiflora","VU","Flora"
712,"sim","Bromeliaceae","Canistropsis elata","CR","Flora"
713,"nao","Bromeliaceae","Canistropsis marceloi","VU","Flora"
714,"nao","Bromeliaceae","Canistropsis pulcherrima","EN","Flora"
715,"sim","Bromeliaceae","Canistrum alagoanum","EN","Flora"
716,"sim","Bromeliaceae","Canistrum aurantiacum","EN","Flora"
717,"sim","Bromeliaceae","Canistrum camacaense","EN","Flora"
718,"sim","Bromeliaceae","Canistrum fosterianum","CR","Flora"
719,"sim","Bromeliaceae","Canistrum guzmanioides","EN","Flora"
720,"sim","Bromeliaceae","Canistrum montanum","EN","Flora"
721,"sim","Bromeliaceae","Canistrum pickelii","VU","Flora"
722,"sim","Bromeliaceae","Canistrum triangulare","EN","Flora"
723,"nao","Bromeliaceae","Cryptanthus bromelioides","EN","Flora"
724,"sim","Bromeliaceae","Cryptanthus capitatus","EN","Flora"
725,"sim","Bromeliaceae","Cryptanthus coriaceus","EN","Flora"
726,"sim","Bromeliaceae","Cryptanthus dorothyae","EN","Flora"
727,"sim","Bromeliaceae","Cryptanthus maritimus","EN","Flora"
728,"sim","Bromeliaceae","Cryptanthus minarum","EN","Flora"
729,"nao","Bromeliaceae","Cryptanthus sinuosus","EN","Flora"
730,"sim","Bromeliaceae","Cryptanthus zonatus","VU","Flora"
731,"sim","Bromeliaceae","Deuterocohnia meziana","VU","Flora"
732,"sim","Bromeliaceae","Dyckia agudensis","CR","Flora"
733,"sim","Bromeliaceae","Dyckia delicata","CR","Flora"
734,"sim","Bromeliaceae","Dyckia distachya","CR","Flora"
735,"sim","Bromeliaceae","Dyckia fosteriana","EN","Flora"
736,"sim","Bromeliaceae","Dyckia hatschbachii","CR","Flora"
737,"sim","Bromeliaceae","Dyckia ibiramensis","EN","Flora"
738,"sim","Bromeliaceae","Dyckia maritima","EN","Flora"
739,"nao","Bromeliaceae","Dyckia martinellii","CR","Flora"
740,"sim","Bromeliaceae","Dyckia monticola","CR","Flora"
741,"sim","Bromeliaceae","Dyckia rariflora","EN","Flora"
742,"sim","Bromeliaceae","Dyckia reitzii","EN","Flora"
