"ID","lista_anterior","ordem","familia","especie","categoria","componente","grupo"
265,"sim","Stylommatophora","Megalobulimidae","Megalobulimus cardosoi","CR","Fauna","Invertebrados terrestres"
266,"sim","Stylommatophora","Strophocheilidae","Gonyostomus insularis","EN","Fauna","Invertebrados terrestres"
267,"sim","Symphypleona","Arrhopalitidae","Arrhopalites alambariensis","VU","Fauna","Invertebrados terrestres"
268,"sim","Symphypleona","Arrhopalitidae","Arrhopalites botuveraensis","VU","Fauna","Invertebrados terrestres"
269,"sim","Symphypleona","Arrhopalitidae","Arrhopalites gnaspinii","CR","Fauna","Invertebrados terrestres"
270,"sim","Symphypleona","Arrhopalitidae","Arrhopalites heteroculatus","VU","Fauna","Invertebrados terrestres"
271,"sim","Symphypleona","Arrhopalitidae","Arrhopalites lawrencei","VU","Fauna","Invertebrados terrestres"
272,"sim","Symphypleona","Arrhopalitidae","Arrhopalites paranaensis","CR","Fauna","Invertebrados terrestres"
273,"sim","Unionoida","Hyriidae","Diplodon koseritzi","EN","Fauna","Invertebrados terrestres"
274,"sim","Unionoida","Mycetopodidae","Mycetopoda legumen","EN","Fauna","Invertebrados terrestres"
275,"nao","Zygentoma","Nicoletiidae","Cubacubana spelaea","VU","Fauna","Invertebrados terrestres"
276,"nao","Anura","Aromobatidae","Anomaloglossus apiau","EN","Fauna","Anfibios"
277,"nao","Anura","Aromobatidae","Anomaloglossus tepequem","CR (PEX)","Fauna","Anfibios"
278,"nao","Anura","Brachycephalidae","Brachycephalus mirissimus","VU","Fauna","Anfibios"
279,"sim","Anura","Brachycephalidae","Brachycephalus pernix","CR","Fauna","Anfibios"
280,"nao","Anura","Brachycephalidae","Brachycephalus quiririensis","EN","Fauna","Anfibios"
281,"nao","Anura","Brachycephalidae","Ischnocnema epipeda","CR (PEX)","Fauna","Anfibios"
282,"nao","Anura","Brachycephalidae","Ischnocnema garciai","CR","Fauna","Anfibios"
283,"nao","Anura","Brachycephalidae","Ischnocnema karst","VU","Fauna","Anfibios"
284,"sim","Anura","Brachycephalidae","Ischnocnema manezinho","EN","Fauna","Anfibios"
285,"sim","Anura","Bufonidae","Melanophryniscus admirabilis","CR","Fauna","Anfibios"
286,"nao","Anura","Bufonidae","Melanophryniscus biancae","EN","Fauna","Anfibios"
287,"sim","Anura","Bufonidae","Melanophryniscus cambaraensis","EN","Fauna","Anfibios"
288,"sim","Anura","Bufonidae","Melanophryniscus dorsalis","VU","Fauna","Anfibios"
289,"nao","Anura","Bufonidae","Melanophryniscus klappenbachi","VU","Fauna","Anfibios"
290,"sim","Anura","Bufonidae","Melanophryniscus macrogranulosus","EN","Fauna","Anfibios"
291,"nao","Anura","Bufonidae","Melanophryniscus montevidensis","VU","Fauna","Anfibios"
292,"sim","Anura","Bufonidae","Melanophryniscus setiba","VU","Fauna","Anfibios"
293,"nao","Anura","Bufonidae","Rhinella casconi","CR","Fauna","Anfibios"
294,"nao","Anura","Ceratophryidae","Ceratophrys ornata","CR (PEX)","Fauna","Anfibios"
295,"sim","Anura","Cycloramphidae","Cycloramphus diringshofeni","CR","Fauna","Anfibios"
296,"sim","Anura","Cycloramphidae","Cycloramphus faustoi","VU","Fauna","Anfibios"
297,"nao","Anura","Cycloramphidae","Cycloramphus stejnegeri","CR (PEX)","Fauna","Anfibios"
298,"nao","Anura","Cycloramphidae","Thoropa lutzi","CR (PEX)","Fauna","Anfibios"
299,"sim","Anura","Cycloramphidae","Thoropa petropolitana","CR (PEX)","Fauna","Anfibios"
300,"sim","Anura","Eleutherodactylidae","Adelophryne maranguapensis","CR","Fauna","Anfibios"
301,"nao","Anura","Hylidae","Boana buriti","VU","Fauna","Anfibios"
302,"nao","Anura","Hylidae","Bokermannohyla napolii","VU","Fauna","Anfibios"
303,"sim","Anura","Hylidae","Bokermannohyla vulcaniae","EN","Fauna","Anfibios"
304,"sim","Anura","Hylidae","Nyctimantis pomba","CR","Fauna","Anfibios"
305,"sim","Anura","Hylidae","Scinax alcatraz","VU","Fauna","Anfibios"
306,"sim","Anura","Hylidae","Scinax faivovichi","VU","Fauna","Anfibios"
307,"nao","Anura","Hylidae","Scinax muriciensis","CR","Fauna","Anfibios"
308,"sim","Anura","Hylidae","Scinax peixotoi","CR (PEX)","Fauna","Anfibios"
309,"nao","Anura","Hylidae","Scinax pinimus","VU","Fauna","Anfibios"
310,"nao","Anura","Hylidae","Sphaenorhynchus bromelicola","EN","Fauna","Anfibios"
311,"nao","Anura","Hylidae","Sphaenorhynchus cammaeus","CR","Fauna","Anfibios"
312,"nao","Anura","Hylidae","Sphaenorhynchus canga","CR","Fauna","Anfibios"
313,"sim","Anura","Hylidae","Xenohyla truncata","VU","Fauna","Anfibios"
314,"nao","Anura","Hylodidae","Crossodactylus boulengeri","CR (PEX)","Fauna","Anfibios"
315,"sim","Anura","Hylodidae","Crossodactylus dantei","CR","Fauna","Anfibios"
316,"nao","Anura","Hylodidae","Crossodactylus dispar","CR (PEX)","Fauna","Anfibios"
317,"nao","Anura","Hylodidae","Crossodactylus franciscanus","CR (PEX)","Fauna","Anfibios"
318,"nao","Anura","Hylodidae","Hylodes glaber","CR (PEX)","Fauna","Anfibios"
319,"nao","Anura","Hylodidae","Hylodes magalhaesi","VU","Fauna","Anfibios"
320,"nao","Anura","Hylodidae","Hylodes mertensi","CR","Fauna","Anfibios"
321,"nao","Anura","Hylodidae","Hylodes sazimai","EN","Fauna","Anfibios"
322,"nao","Anura","Leptodactylidae","Crossodactylodes itambe","CR","Fauna","Anfibios"
323,"nao","Anura","Leptodactylidae","Crossodactylodes izecksohni","EN","Fauna","Anfibios"
324,"sim","Anura","Leptodactylidae","Paratelmatobius lutzii","CR (PEX)","Fauna","Anfibios"
325,"sim","Anura","Leptodactylidae","Physalaemus soaresi","CR","Fauna","Anfibios"
326,"sim","Anura","Microhylidae","Chiasmocleis alagoana","VU","Fauna","Anfibios"
327,"nao","Anura","Odontophrynidae","Proceratophrys ararype","CR","Fauna","Anfibios"
328,"sim","Anura","Odontophrynidae","Proceratophrys palustris","CR","Fauna","Anfibios"
329,"sim","Anura","Odontophrynidae","Proceratophrys sanctaritae","CR","Fauna","Anfibios"
330,"nao","Anura","Phyllomedusidae","Phrynomedusa marginata","CR (PEX)","Fauna","Anfibios"
331,"nao","Anura","Phyllomedusidae","Phrynomedusa vanzolinii","CR (PEX)","Fauna","Anfibios"
332,"nao","Anura","Phyllomedusidae","Pithecopus rusticus","CR","Fauna","Anfibios"
333,"nao","Anura","Strabomantidae","Euparkerella robusta","CR","Fauna","Anfibios"
334,"sim","Anura","Strabomantidae","Holoaden bradei","CR (PEX)","Fauna","Anfibios"
335,"sim","Squamata","Amphisbaenidae","Amphisbaena arda","EN","Fauna","Repteis"
336,"sim","Squamata","Amphisbaenidae","Amphisbaena frontalis","EN","Fauna","Repteis"
337,"sim","Squamata","Amphisbaenidae","Amphisbaena nigricauda","EN","Fauna","Repteis"
338,"sim","Squamata","Amphisbaenidae","Amphisbaena supernumeraria","EN","Fauna","Repteis"
339,"sim","Squamata","Amphisbaenidae","Amphisbaena uroxena","EN","Fauna","Repteis"
340,"sim","Squamata","Amphisbaenidae","Leposternon kisteumacheri","VU","Fauna","Repteis"
341,"sim","Squamata","Amphisbaenidae","Leposternon octostegum","EN","Fauna","Repteis"
342,"sim","Squamata","Amphisbaenidae","Leposternon scutigerum","EN","Fauna","Repteis"
343,"sim","Squamata","Boidae","Corallus cropanii","VU","Fauna","Repteis"
344,"sim","Squamata","Dactyloidae","Dactyloa nasofrontalis","VU","Fauna","Repteis"
345,"sim","Squamata","Dactyloidae","Dactyloa pseudotigrina","VU","Fauna","Repteis"
346,"sim","Squamata","Dipsadidae","Apostolepis arenaria","EN","Fauna","Repteis"
347,"sim","Squamata","Dipsadidae","Apostolepis gaboi","EN","Fauna","Repteis"
348,"sim","Squamata","Dipsadidae","Apostolepis quirogai","EN","Fauna","Repteis"
349,"sim","Squamata","Dipsadidae","Apostolepis striata","EN","Fauna","Repteis"
350,"sim","Squamata","Dipsadidae","Atractus caete","EN","Fauna","Repteis"
351,"sim","Squamata","Dipsadidae","Atractus ronnie","EN","Fauna","Repteis"
352,"sim","Squamata","Dipsadidae","Atractus thalesdelemai","EN","Fauna","Repteis"
353,"sim","Squamata","Dipsadidae","Calamodontophis ronaldoi","EN","Fauna","Repteis"
354,"sim","Squamata","Dipsadidae","Ditaxodon taeniatus","VU","Fauna","Repteis"
355,"sim","Squamata","Dipsadidae","Echinanthera cephalomaculata","VU","Fauna","Repteis"
356,"sim","Squamata","Dipsadidae","Phalotris multipunctatus","EN","Fauna","Repteis"
357,"sim","Squamata","Dipsadidae","Philodryas livida","VU","Fauna","Repteis"
358,"sim","Squamata","Dipsadidae","Rodriguesophis chui","EN","Fauna","Repteis"
359,"sim","Squamata","Dipsadidae","Rodriguesophis scriptorcibatus","EN","Fauna","Repteis"
360,"sim","Squamata","Gymnophthalmidae","Bachia didactyla","EN","Fauna","Repteis"
361,"sim","Squamata","Gymnophthalmidae","Bachia psamophila","CR","Fauna","Repteis"
362,"sim","Squamata","Gymnophthalmidae","Calyptommatus leiolepis","EN","Fauna","Repteis"
363,"sim","Squamata","Gymnophthalmidae","Calyptommatus nicterus","EN","Fauna","Repteis"
364,"sim","Squamata","Gymnophthalmidae","Calyptommatus sinebrachiatus","EN","Fauna","Repteis"
365,"sim","Squamata","Gymnophthalmidae","Colobodactylus dalcyanus","EN","Fauna","Repteis"
366,"sim","Squamata","Gymnophthalmidae","Heterodactylus lundii","VU","Fauna","Repteis"
367,"sim","Squamata","Gymnophthalmidae","Heterodactylus septentrionalis","EN","Fauna","Repteis"
368,"sim","Squamata","Gymnophthalmidae","Leposoma annectans","VU","Fauna","Repteis"
369,"sim","Squamata","Gymnophthalmidae","Leposoma baturitensis","EN","Fauna","Repteis"
370,"sim","Squamata","Gymnophthalmidae","Leposoma nanodactylus","EN","Fauna","Repteis"
371,"sim","Squamata","Gymnophthalmidae","Leposoma puk","EN","Fauna","Repteis"
372,"sim","Squamata","Gymnophthalmidae","Placosoma cipoense","EN","Fauna","Repteis"
373,"sim","Squamata","Gymnophthalmidae","Procellosaurinus tetradactylus","EN","Fauna","Repteis"
374,"sim","Squamata","Leiosauridae","Enyalius erythroceneus","CR","Fauna","Repteis"
375,"sim","Squamata","Liolaemidae","Liolaemus arambarensis","EN","Fauna","Repteis"
376,"sim","Squamata","Liolaemidae","Liolaemus lutzae","CR","Fauna","Repteis"
377,"sim","Squamata","Liolaemidae","Liolaemus occipitalis","VU","Fauna","Repteis"
378,"sim","Squamata","Mabuyidae","Brasiliscincus caissara","EN","Fauna","Repteis"
379,"sim","Squamata","Phyllodactylidae","Homonota uruguayensis","VU","Fauna","Repteis"
380,"sim","Squamata","Sphaerodactylidae","Coleodactylus natalensis","EN","Fauna","Repteis"
381,"sim","Squamata","Sphaerodactylidae","Gonatodes tapajonicus","EN","Fauna","Repteis"
382,"sim","Squamata","Teiidae","Ameiva parecis","EN","Fauna","Repteis"
383,"sim","Squamata","Teiidae","Ameivula nativo","EN","Fauna","Repteis"
384,"sim","Squamata","Teiidae","Contomastix vacariensis","VU","Fauna","Repteis"
385,"sim","Squamata","Teiidae","Glaucomastix abaetensis","EN","Fauna","Repteis"
386,"sim","Squamata","Teiidae","Glaucomastix littoralis","EN","Fauna","Repteis"
387,"sim","Squamata","Teiidae","Kentropyx vanzoi","VU","Fauna","Repteis"
388,"sim","Squamata","Tropidophiidae","Tropidophis grapiuna","VU","Fauna","Repteis"
389,"sim","Squamata","Tropiduridae","Eurolophosaurus amathites","EN","Fauna","Repteis"
390,"sim","Squamata","Tropiduridae","Stenocercus azureus","EN","Fauna","Repteis"
391,"sim","Squamata","Tropiduridae","Stenocercus dumerilii","VU","Fauna","Repteis"
392,"sim","Squamata","Tropiduridae","Tropidurus erythrocephalus","VU","Fauna","Repteis"
393,"sim","Squamata","Tropiduridae","Tropidurus hygomi","VU","Fauna","Repteis"
394,"sim","Squamata","Tropiduridae","Tropidurus imbituba","CR","Fauna","Repteis"
395,"sim","Squamata","Tropiduridae","Tropidurus psammonastes","EN","Fauna","Repteis"
396,"sim","Squamata","Viperidae","Bothrops alcatraz","CR","Fauna","Repteis"
397,"sim","Squamata","Viperidae","Bothrops insularis","CR","Fauna","Repteis"
398,"sim","Squamata","Viperidae","Bothrops muriciensis","EN","Fauna","Repteis"
399,"sim","Squamata","Viperidae","Bothrops otavioi","CR","Fauna","Repteis"
400,"sim","Squamata","Viperidae","Bothrops pirajai","EN","Fauna","Repteis"
401,"sim","Testudines","Chelidae","Ranacephala hogei","VU","Fauna","Repteis"
402,"sim","Testudines","Cheloniidae","Caretta caretta","VU","Fauna","Repteis"
403,"sim","Testudines","Cheloniidae","Eretmochelys imbricata","EN","Fauna","Repteis"
404,"sim","Testudines","Cheloniidae","Lepidochelys olivacea","VU","Fauna","Repteis"
405,"sim","Testudines","Dermochelyidae","Dermochelys coriacea","CR","Fauna","Repteis"
406,"sim","Accipitriformes","Accipitridae","Amadonastur lacernulatus","VU","Fauna","Aves"
407,"sim","Accipitriformes","Accipitridae","Circus cinereus","VU","Fauna","Aves"
408,"sim","Accipitriformes","Accipitridae","Harpia harpyja","VU","Fauna","Aves"
409,"sim","Accipitriformes","Accipitridae","Leptodon forbesi","EN","Fauna","Aves"
410,"sim","Accipitriformes","Accipitridae","Morphnus guianensis","VU","Fauna","Aves"
411,"sim","Accipitriformes","Accipitridae","Urubitinga coronata","EN","Fauna","Aves"
412,"sim","Anseriformes","Anatidae","Mergus octosetaceus","CR","Fauna","Aves"
413,"sim","Apodiformes","Trochilidae","Augastes lumachella","EN","Fauna","Aves"
414,"nao","Apodiformes","Trochilidae","Campylopterus calcirupicola","EN","Fauna","Aves"
415,"nao","Apodiformes","Trochilidae","Colibri delphinae greenewalti","EN","Fauna","Aves"
416,"sim","Apodiformes","Trochilidae","Discosura langsdorffi langsdorffi","EN","Fauna","Aves"
417,"sim","Apodiformes","Trochilidae","Glaucis dohrnii","VU","Fauna","Aves"
418,"sim","Apodiformes","Trochilidae","Lophornis gouldii","VU","Fauna","Aves"
419,"sim","Apodiformes","Trochilidae","Phaethornis aethopygus","VU","Fauna","Aves"
420,"sim","Apodiformes","Trochilidae","Phaethornis major","VU","Fauna","Aves"
421,"sim","Apodiformes","Trochilidae","Phaethornis margarettae","EN","Fauna","Aves"
422,"sim","Apodiformes","Trochilidae","Thalurania watertonii","EN","Fauna","Aves"
423,"sim","Caprimulgiformes","Caprimulgidae","Hydropsalis candicans","EN","Fauna","Aves"
424,"nao","Caprimulgiformes","Caprimulgidae","Nyctiprogne vielliardi","EN","Fauna","Aves"
425,"nao","Charadriiformes","Burhinidae","Burhinus bistriatus","VU","Fauna","Aves"
426,"sim","Charadriiformes","Charadriidae","Charadrius wilsonia","VU","Fauna","Aves"
427,"sim","Charadriiformes","Laridae","Sterna dougallii","VU","Fauna","Aves"
428,"sim","Charadriiformes","Laridae","Sterna hirundinacea","VU","Fauna","Aves"
429,"nao","Charadriiformes","Laridae","Thalasseus acuflavidus","VU","Fauna","Aves"
430,"sim","Charadriiformes","Laridae","Thalasseus maximus","EN","Fauna","Aves"
431,"sim","Charadriiformes","Scolopacidae","Calidris canutus","VU","Fauna","Aves"
432,"sim","Charadriiformes","Scolopacidae","Calidris pusilla","EN","Fauna","Aves"
433,"sim","Charadriiformes","Scolopacidae","Calidris subruficollis","VU","Fauna","Aves"
434,"sim","Charadriiformes","Scolopacidae","Limnodromus griseus","EN","Fauna","Aves"
435,"nao","Charadriiformes","Scolopacidae","Numenius hudsonicus","VU","Fauna","Aves"
436,"sim","Columbiformes","Columbidae","Columbina cyanopis","CR","Fauna","Aves"
437,"sim","Columbiformes","Columbidae","Paraclaravis geoffroyi","CR (PEX)","Fauna","Aves"
438,"sim","Coraciiformes","Momotidae","Momotus momota marcgraviana","EN","Fauna","Aves"
439,"sim","Cuculiformes","Cuculidae","Neomorphus geoffroyi","VU","Fauna","Aves"
440,"sim","Cuculiformes","Cuculidae","Neomorphus geoffroyi amazonicus","VU","Fauna","Aves"
441,"sim","Cuculiformes","Cuculidae","Neomorphus geoffroyi dulcis","EN","Fauna","Aves"
442,"sim","Cuculiformes","Cuculidae","Neomorphus geoffroyi geoffroyi","CR (PEX)","Fauna","Aves"
443,"sim","Cuculiformes","Cuculidae","Neomorphus squamiger","VU","Fauna","Aves"
444,"nao","Galbuliformes","Bucconidae","Malacoptila minor","VU","Fauna","Aves"
445,"sim","Galbuliformes","Bucconidae","Monasa morphoeus morphoeus","EN","Fauna","Aves"
446,"nao","Galliformes","Cracidae","Aburria cujubi","VU","Fauna","Aves"
447,"sim","Galliformes","Cracidae","Aburria jacutinga","EN","Fauna","Aves"
448,"sim","Galliformes","Cracidae","Crax blumenbachii","EN","Fauna","Aves"
449,"sim","Galliformes","Cracidae","Crax fasciolata pinima","CR","Fauna","Aves"
450,"sim","Galliformes","Cracidae","Crax globulosa","EN","Fauna","Aves"
451,"sim","Galliformes","Cracidae","Ortalis remota","CR","Fauna","Aves"
452,"sim","Galliformes","Cracidae","Pauxi mitu","EW","Fauna","Aves"
453,"sim","Galliformes","Cracidae","Penelope jacucaca","VU","Fauna","Aves"
454,"sim","Galliformes","Cracidae","Penelope pileata","VU","Fauna","Aves"
455,"sim","Galliformes","Cracidae","Penelope superciliaris alagoensis","CR","Fauna","Aves"
456,"sim","Galliformes","Odontophoridae","Odontophorus capueira plumbeicollis","CR","Fauna","Aves"
457,"sim","Gruiformes","Psophiidae","Psophia dextralis","VU","Fauna","Aves"
458,"sim","Gruiformes","Psophiidae","Psophia interjecta","EN","Fauna","Aves"
459,"sim","Gruiformes","Psophiidae","Psophia obscura","CR","Fauna","Aves"
460,"nao","Gruiformes","Psophiidae","Psophia viridis","VU","Fauna","Aves"
461,"sim","Gruiformes","Rallidae","Laterallus spilopterus","EN","Fauna","Aves"
462,"nao","Gruiformes","Rallidae","Laterallus xenopterus","EN","Fauna","Aves"
